,Mana,DBFLD,Name,Rarity,Card Set,Class,N,G,W1,W2,Type,Tribe,ATK,HP,Card Text,Keywords,Format,Tier List,,#Rarity,#Collection,#Class,(N) P-Total,(N) U-Total,(N) Gold,Missing,Use W1?,Use W2?,1-W1,1-W2,W-Total,(G) P-Total,(G) U-Total,(G) Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,365,Shadowstep,Common,Classic,Rogue,2,2,90%,90%,Spell,,,,Return a friendly minion to your hand. It costs (2) less.,,Standard,FALSE,,1,1,6,2,1,100,0,FALSE,FALSE,10%,10%,2,2,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,1189,Silence,Common,Classic,Priest,2,0,90%,55%,Spell,,,,Silence a minion.,Silence,Standard,FALSE,,1,1,5,2,1,0,0,FALSE,FALSE,10%,45%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,179,Wisp,Common,Classic,Neutral,2,2,5%,5%,Minion,,1,1,,,Standard,FALSE,,1,1,10,2,1,100,0,FALSE,FALSE,95%,95%,2,2,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,242,Abusive Sergeant,Common,Classic,Neutral,2,0,39%,39%,Minion,,1,1,Battlecry: Give a minion +2 Attack this turn.,Battlecry,Standard,FALSE,,1,1,10,2,1,0,0,FALSE,FALSE,61%,61%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,757,Argent Squire,Common,Classic,Neutral,2,1,100%,100%,Minion,,1,1,Divine Shield,Divine Shield,Standard,FALSE,,1,1,10,2,1,50,0,FALSE,FALSE,0%,0%,2,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1373,Blessing of Wisdom,Common,Classic,Paladin,2,0,20%,20%,Spell,,,,"Choose a minion. Whenever it attacks, draw a card.",,Standard,FALSE,,1,1,4,2,1,0,0,FALSE,FALSE,80%,80%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,469,Blood Imp,Common,Classic,Warlock,2,1,23%,23%,Minion,Demon,0,1,"Stealth. At the end of your   turn, give another random  friendly minion +1 Health.",Stealth,Standard,FALSE,,1,1,8,2,1,50,0,FALSE,FALSE,77%,77%,2,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,268,Cold Blood,Common,Classic,Rogue,2,1,85%,85%,Spell,,,,Give a minion +2 Attack. Combo: +4 Attack instead.,Combo,Standard,FALSE,,1,1,6,2,1,50,0,FALSE,FALSE,15%,15%,2,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,618,Dust Devil,Common,Classic,Shaman,2,2,18%,18%,Minion,Elemental,3,1,Windfury. Overload: (2),Overload; Windfury,Standard,FALSE,,1,1,7,2,1,100,0,FALSE,FALSE,82%,82%,2,2,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,767,Earth Shock,Common,Classic,Shaman,2,2,40%,25%,Spell,,,,"Silence a minion, then deal 1 damage to it.",Silence,Standard,FALSE,,1,1,7,2,1,100,0,FALSE,FALSE,60%,75%,2,2,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,462,Eye for an Eye,Common,Classic,Paladin,2,2,5%,0%,Spell,,,,"Secret: When your hero takes damage, deal that much damage to the enemy hero.",Secret,Standard,FALSE,,1,1,4,2,1,100,0,FALSE,FALSE,95%,100%,2,2,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1090,Flame Imp,Common,Classic,Warlock,2,2,85%,85%,Minion,Demon,3,2,Battlecry: Deal 3 damage to your hero.,Battlecry,Standard,FALSE,,1,1,8,2,1,100,0,FALSE,FALSE,15%,15%,2,2,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,299,Forked Lightning,Common,Classic,Shaman,2,0,28%,28%,Spell,,,,Deal 2 damage to 2 random enemy minions. Overload: (2),Overload,Standard,FALSE,,1,1,7,2,1,0,0,FALSE,FALSE,72%,72%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,376,Inner Fire,Common,Classic,Priest,2,1,70%,70%,Spell,,,,Change a minion's Attack to be equal to its Health.,,Standard,FALSE,,1,1,5,2,1,50,0,FALSE,FALSE,30%,30%,2,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,658,Leper Gnome,Common,Classic,Neutral,2,0,15%,15%,Minion,,1,1,Deathrattle: Deal 2 damage to the enemy hero.,Deathrattle,Standard,FALSE,,1,1,10,2,1,0,0,FALSE,FALSE,85%,85%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,505,Lightning Bolt,Common,Classic,Shaman,2,0,75%,75%,Spell,,,,Deal 3 damage. Overload: (1),Overload,Standard,FALSE,,1,1,7,2,1,0,0,FALSE,FALSE,25%,25%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,405,Mana Wyrm,Common,Classic,Mage,2,2,100%,100%,Minion,,1,3,"Whenever you cast a spell, gain +1 Attack.",,Standard,FALSE,,1,1,3,2,1,100,0,FALSE,FALSE,0%,0%,2,2,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,233,Naturalize,Common,Classic,Druid,2,2,65%,65%,Spell,,,,Destroy a minion. Your opponent draws 2 cards.,,Standard,FALSE,,1,1,1,2,1,100,0,FALSE,FALSE,35%,35%,2,2,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,584,Noble Sacrifice,Common,Classic,Paladin,2,2,45%,45%,Spell,,,,"Secret: When an enemy attacks, summon a 2/1 Defender as the new target.",Secret,Standard,FALSE,,1,1,4,2,1,100,0,FALSE,FALSE,55%,55%,2,2,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,140,Redemption,Common,Classic,Paladin,2,0,45%,45%,Spell,,,,"Secret: When a friendly minion dies, return it to life with 1 Health.",Secret,Standard,FALSE,,1,1,4,2,1,0,0,FALSE,FALSE,55%,55%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,232,Repentance,Common,Classic,Paladin,2,2,45%,45%,Spell,,,,"Secret: After your opponent plays a minion, reduce its Health to 1.",Secret,Standard,FALSE,,1,1,4,2,1,100,0,FALSE,FALSE,55%,55%,2,2,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,866,Shieldbearer,Common,Classic,Neutral,2,2,30%,30%,Minion,,0,4,Taunt,Taunt,Standard,FALSE,,1,1,10,2,1,100,0,FALSE,FALSE,70%,70%,2,2,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,724,Southsea Deckhand,Common,Classic,Neutral,2,0,85%,85%,Minion,Pirate,2,1,Has Charge while you have a weapon equipped.,,Standard,FALSE,,1,1,10,2,1,0,0,FALSE,FALSE,15%,15%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,994,Worgen Infiltrator,Common,Classic,Neutral,2,1,40%,40%,Minion,,2,1,Stealth,Stealth,Standard,FALSE,,1,1,10,2,1,50,0,FALSE,FALSE,60%,60%,2,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,641,Young Dragonhawk,Common,Classic,Neutral,2,1,10%,10%,Minion,Beast,1,1,Windfury,Windfury,Standard,FALSE,,1,1,10,2,1,50,0,FALSE,FALSE,90%,90%,2,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,790,Amani Berserker,Common,Classic,Neutral,2,0,35%,35%,Minion,,2,3,Has +3 Attack while damaged.,Enrage,Standard,FALSE,,1,1,10,2,1,0,0,FALSE,FALSE,65%,65%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,1022,Argent Protector,Common,Classic,Paladin,2,0,23%,23%,Minion,,2,2,Battlecry: Give a friendly minion Divine Shield.,Battlecry,Standard,FALSE,,1,1,4,2,1,0,0,FALSE,FALSE,77%,77%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,400,Battle Rage,Common,Classic,Warrior,2,0,55%,55%,Spell,,,,Draw a card for each damaged friendly character.,,Standard,FALSE,,1,1,9,2,1,0,0,FALSE,FALSE,45%,45%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,282,Betrayal,Common,Classic,Rogue,2,2,20%,20%,Spell,,,,Force an enemy minion to deal its damage to the minions next to it.,,Standard,FALSE,,1,1,6,2,1,100,0,FALSE,FALSE,80%,80%,2,2,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,999,Bloodsail Raider,Common,Classic,Neutral,2,0,60%,60%,Minion,Pirate,2,3,Battlecry: Gain Attack equal to the Attack of your weapon.,Battlecry,Standard,FALSE,,1,1,10,2,1,0,0,FALSE,FALSE,40%,40%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,285,Cruel Taskmaster,Common,Classic,Warrior,2,0,35%,35%,Minion,,2,2,Battlecry: Deal 1 damage to a minion and give it +2 Attack.,Battlecry,Standard,FALSE,,1,1,9,2,1,0,0,FALSE,FALSE,65%,65%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,201,Defias Ringleader,Common,Classic,Rogue,2,1,30%,30%,Minion,,2,2,Combo: Summon a 2/1 Defias Bandit.,Combo,Standard,FALSE,,1,1,6,2,1,50,0,FALSE,FALSE,70%,70%,2,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,1142,Demonfire,Common,Classic,Warlock,2,1,25%,25%,Spell,,,,"Deal 2 damage to a minion. If it’s a friendly Demon, give it +2/+2 instead.",,Standard,FALSE,,1,1,8,2,1,50,0,FALSE,FALSE,75%,75%,2,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,985,Dire Wolf Alpha,Common,Classic,Neutral,2,1,80%,80%,Minion,Beast,2,2,Adjacent minions have +1 Attack.,,Standard,FALSE,,1,1,10,2,1,50,0,FALSE,FALSE,20%,20%,2,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,904,Eviscerate,Common,Classic,Rogue,2,2,90%,90%,Spell,,,,Deal 2 damage. Combo: Deal 4 damage instead.,Combo,Standard,FALSE,,1,1,6,2,1,100,0,FALSE,FALSE,10%,10%,2,2,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,585,Explosive Trap,Common,Classic,Hunter,2,1,40%,35%,Spell,,,,"Secret: When your hero is attacked, deal 2 damage to all enemies.",Secret,Standard,FALSE,,1,1,2,2,1,50,0,FALSE,FALSE,60%,65%,2,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,609,Faerie Dragon,Common,Classic,Neutral,2,2,40%,40%,Minion,Dragon,3,2,Can't be targeted by spells or Hero Powers.,Untargetable,Standard,FALSE,,1,1,10,2,1,100,0,FALSE,FALSE,60%,60%,2,2,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,519,Freezing Trap,Common,Classic,Hunter,2,1,55%,55%,Spell,,,,"Secret: When an enemy minion attacks, return it to its owner's hand. It costs (2) more.",Secret,Standard,FALSE,,1,1,2,2,1,50,0,FALSE,FALSE,45%,45%,2,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,251,Loot Hoarder,Common,Classic,Neutral,2,0,85%,85%,Minion,,2,1,Deathrattle: Draw a card.,Deathrattle,Standard,FALSE,,1,1,10,2,1,0,0,FALSE,FALSE,15%,15%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,762,Mad Bomber,Common,Classic,Neutral,2,1,35%,35%,Minion,,3,2,Battlecry: Deal 3 damage randomly split between all other characters.,Battlecry,Standard,FALSE,,1,1,10,2,1,50,0,FALSE,FALSE,65%,65%,2,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,503,Power of the Wild,Common,Classic,Druid,2,1,80%,80%,Spell,,,,Choose One - Give your minions +1/+1; or Summon a 3/2 Panther.,Choose One,Standard,FALSE,,1,1,1,2,1,50,0,FALSE,FALSE,20%,20%,2,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,1108,Rampage,Common,Classic,Warrior,2,2,25%,25%,Spell,,,,Give a damaged minion +3/+3.,,Standard,FALSE,,1,1,9,2,1,100,0,FALSE,FALSE,75%,75%,2,2,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,1281,Scavenging Hyena,Common,Classic,Hunter,2,1,70%,70%,Minion,Beast,2,2,"Whenever a friendly Beast dies, gain +2/+1.",,Standard,FALSE,,1,1,2,2,1,50,0,FALSE,FALSE,30%,30%,2,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,1074,Slam,Common,Classic,Warrior,2,0,55%,55%,Spell,,,,"Deal 2 damage to a minion. If it survives, draw a card.",,Standard,FALSE,,1,1,9,2,1,0,0,FALSE,FALSE,45%,45%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,814,Snipe,Common,Classic,Hunter,2,0,40%,15%,Spell,,,,"Secret: After your opponent plays a minion, deal 4 damage to it.",Secret,Standard,FALSE,,1,1,2,2,1,0,0,FALSE,FALSE,60%,85%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,614,Sorcerer's Apprentice,Common,Classic,Mage,2,1,90%,90%,Minion,,3,2,Your spells cost (1) less.,,Standard,FALSE,,1,1,3,2,1,50,0,FALSE,FALSE,10%,10%,2,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,960,Stormforged Axe,Common,Classic,Shaman,2,2,30%,30%,Weapon,,2,,Overload: (1),Overload,Standard,FALSE,,1,1,7,2,1,100,0,FALSE,FALSE,70%,70%,2,2,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,836,Wrath,Common,Classic,Druid,2,0,90%,90%,Spell,,,,Choose One - Deal 3 damage to a minion; or 1 damage and draw a card.,Choose One,Standard,FALSE,,1,1,1,2,1,0,0,FALSE,FALSE,10%,10%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,415,Youthful Brewmaster,Common,Classic,Neutral,2,0,55%,55%,Minion,,3,2,Battlecry: Return a friendly minion from the battlefield to your hand.,Battlecry,Standard,FALSE,,1,1,10,2,1,0,0,FALSE,FALSE,45%,45%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1659,Acolyte of Pain,Common,Classic,Neutral,2,0,80%,80%,Minion,,1,3,"Whenever this minion takes damage, draw a card.",,Standard,FALSE,,1,1,10,2,1,0,0,FALSE,FALSE,20%,20%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1093,Deadly Shot,Common,Classic,Hunter,2,2,69%,40%,Spell,,,,Destroy a random enemy minion.,,Standard,FALSE,,1,1,2,2,1,100,0,FALSE,FALSE,31%,60%,2,2,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1651,Earthen Ring Farseer,Common,Classic,Neutral,2,1,40%,35%,Minion,,3,3,Battlecry: Restore 3 Health.,Battlecry,Standard,FALSE,,1,1,10,2,1,50,0,FALSE,FALSE,60%,65%,2,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,397,Flesheating Ghoul,Common,Classic,Neutral,2,0,20%,20%,Minion,,2,3,"Whenever a minion dies, gain +1 Attack.",,Standard,FALSE,,1,1,10,2,1,0,0,FALSE,FALSE,80%,80%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,778,Harvest Golem,Common,Classic,Neutral,2,0,30%,30%,Minion,Mech,2,3,Deathrattle: Summon a 2/1 Damaged Golem.,Deathrattle,Standard,FALSE,,1,1,10,2,1,0,0,FALSE,FALSE,70%,70%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,621,Ice Barrier,Common,Classic,Mage,2,1,80%,80%,Spell,,,,"Secret: When your hero is attacked, gain 8 Armor.",Secret,Standard,FALSE,,1,1,3,2,1,50,0,FALSE,FALSE,20%,20%,2,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,290,Ironbeak Owl,Common,Classic,Neutral,2,0,70%,70%,Minion,Beast,2,1,Battlecry: Silence a minion.,Battlecry,Standard,FALSE,,1,1,10,2,1,0,0,FALSE,FALSE,30%,30%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,921,Jungle Panther,Common,Classic,Neutral,2,0,35%,35%,Minion,Beast,4,2,Stealth,Stealth,Standard,FALSE,,1,1,10,2,1,0,0,FALSE,FALSE,65%,65%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,151,Mark of Nature,Common,Classic,Druid,2,1,25%,25%,Spell,,,,Choose One - Give a minion +4 Attack; or +4 Health and Taunt.,Choose One,Standard,FALSE,,1,1,1,2,1,50,0,FALSE,FALSE,75%,75%,2,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,195,Mirror Entity,Common,Classic,Mage,2,1,80%,65%,Spell,,,,"Secret: After your opponent plays a minion, summon a copy of it.",Secret,Standard,FALSE,,1,1,3,2,1,50,0,FALSE,FALSE,20%,35%,2,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1155,Raging Worgen,Common,Classic,Neutral,2,1,35%,35%,Minion,,3,3,Has +1 Attack and Windfury while damaged.,Enrage,Standard,FALSE,,1,1,10,2,1,50,0,FALSE,FALSE,65%,65%,2,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,642,Scarlet Crusader,Common,Classic,Neutral,2,0,30%,30%,Minion,,3,1,Divine Shield,Divine Shield,Standard,FALSE,,1,1,10,2,1,0,0,FALSE,FALSE,70%,70%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,860,Sense Demons,Common,Classic,Warlock,2,1,15%,15%,Spell,,,,Draw 2 Demons from your deck.,,Standard,FALSE,,1,1,8,2,1,50,0,FALSE,FALSE,85%,85%,2,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,45,Tauren Warrior,Common,Classic,Neutral,2,1,15%,15%,Minion,,2,3,Taunt Has +3 Attack while damaged.,Enrage; Taunt,Standard,FALSE,,1,1,10,2,1,50,0,FALSE,FALSE,85%,85%,2,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,30,Thoughtsteal,Common,Classic,Priest,2,2,55%,40%,Spell,,,,Copy 2 cards in your opponent's deck and add them to your hand.,,Standard,FALSE,,1,1,5,2,1,100,0,FALSE,FALSE,45%,60%,2,2,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,765,Thrallmar Farseer,Common,Classic,Neutral,2,0,5%,5%,Minion,,2,3,Windfury,Windfury,Standard,FALSE,,1,1,10,2,1,0,0,FALSE,FALSE,95%,95%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,774,Unbound Elemental,Common,Classic,Shaman,2,0,38%,38%,Minion,Elemental,2,4,"Whenever you play a card with Overload, gain +1/+1.",,Standard,FALSE,,1,1,7,2,1,0,0,FALSE,FALSE,62%,62%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1243,Unleash the Hounds,Common,Classic,Hunter,2,2,80%,80%,Spell,,,,"For each enemy minion, summon a 1/1 Hound with Charge.",,Standard,FALSE,,1,1,2,2,1,100,0,FALSE,FALSE,20%,20%,2,2,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,186,Ancient Brewmaster,Common,Classic,Neutral,2,0,15%,15%,Minion,,5,4,Battlecry: Return a friendly minion from the battlefield to your hand.,Battlecry,Standard,FALSE,,1,1,10,2,1,0,0,FALSE,FALSE,85%,85%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,538,Arathi Weaponsmith,Common,Classic,Warrior,2,0,25%,25%,Minion,,3,3,Battlecry: Equip a 2/2 weapon.,Battlecry,Standard,FALSE,,1,1,9,2,1,0,0,FALSE,FALSE,75%,75%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,430,Cone of Cold,Common,Classic,Mage,2,2,15%,15%,Spell,,,,"Freeze a minion and the minions next to it, and deal 1 damage to them.",Freeze,Standard,FALSE,,1,1,3,2,1,100,0,FALSE,FALSE,85%,85%,2,2,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,811,Cult Master,Common,Classic,Neutral,2,1,30%,25%,Minion,,4,2,"After a friendly minion dies, draw a card.",,Standard,FALSE,,1,1,10,2,1,50,0,FALSE,FALSE,70%,75%,2,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,348,Dark Iron Dwarf,Common,Classic,Neutral,2,0,35%,35%,Minion,,4,4,Battlecry: Give a minion +2 Attack this turn.,Battlecry,Standard,FALSE,,1,1,10,2,1,0,0,FALSE,FALSE,65%,65%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,878,Dread Corsair,Common,Classic,Neutral,2,2,55%,55%,Minion,Pirate,3,3,Taunt Costs (1) less per Attack of your weapon.,Taunt,Standard,FALSE,,1,1,10,2,1,100,0,FALSE,FALSE,45%,45%,2,2,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,886,Lightspawn,Common,Classic,Priest,2,1,30%,30%,Minion,Elemental,0,5,This minion's Attack is always equal to its Health.,,Standard,FALSE,,1,1,5,2,1,50,0,FALSE,FALSE,70%,70%,2,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,700,Mogu'shan Warden,Common,Classic,Neutral,2,0,5%,5%,Minion,,1,7,Taunt,Taunt,Standard,FALSE,,1,1,10,2,1,0,0,FALSE,FALSE,95%,95%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,34,Silvermoon Guardian,Common,Classic,Neutral,2,1,25%,25%,Minion,,3,3,Divine Shield,Divine Shield,Standard,FALSE,,1,1,10,2,1,50,0,FALSE,FALSE,75%,75%,2,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,381,Soul of the Forest,Common,Classic,Druid,2,2,40%,40%,Spell,,,,"Give your minions ""Deathrattle: Summon a 2/2 Treant.""",,Standard,FALSE,,1,1,1,2,1,100,0,FALSE,FALSE,60%,60%,2,2,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,754,Spellbreaker,Common,Classic,Neutral,2,1,90%,70%,Minion,,4,3,Battlecry: Silence a minion.,Battlecry,Standard,FALSE,,1,1,10,2,1,50,0,FALSE,FALSE,10%,30%,2,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,969,Summoning Portal,Common,Classic,Warlock,2,1,25%,25%,Minion,,0,4,"Your minions cost (2) less, but not less than (1).",,Standard,FALSE,,1,1,8,2,1,50,0,FALSE,FALSE,75%,75%,2,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,692,Druid of the Claw,Common,Classic,Druid,2,2,50%,50%,Minion,,4,4,Choose One - Transform into a 4/4 with Charge; or a 4/6 with Taunt.,Choose One,Standard,FALSE,,1,1,1,2,1,100,0,FALSE,FALSE,50%,50%,2,2,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,602,Fen Creeper,Common,Classic,Neutral,2,2,30%,30%,Minion,,3,6,Taunt,Taunt,Standard,FALSE,,1,1,10,2,1,100,0,FALSE,FALSE,70%,70%,2,2,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,69,Silver Hand Knight,Common,Classic,Neutral,2,1,25%,25%,Minion,,4,4,Battlecry: Summon a 2/2 Squire.,Battlecry,Standard,FALSE,,1,1,10,2,1,50,0,FALSE,FALSE,75%,75%,2,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,61,Spiteful Smith,Common,Classic,Neutral,2,1,20%,20%,Minion,,4,6,Your weapon has +2 Attack while this is damaged.,Enrage,Standard,FALSE,,1,1,10,2,1,50,0,FALSE,FALSE,80%,80%,2,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,68,Stranglethorn Tiger,Common,Classic,Neutral,2,2,50%,50%,Minion,Beast,5,5,Stealth,Stealth,Standard,FALSE,,1,1,10,2,1,100,0,FALSE,FALSE,50%,50%,2,2,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,1122,Venture Co. Mercenary,Common,Classic,Neutral,2,2,30%,30%,Minion,,7,6,Your minions cost (3) more.,,Standard,FALSE,,1,1,10,2,1,100,0,FALSE,FALSE,70%,70%,2,2,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,512,Frost Elemental,Common,Classic,Neutral,2,2,18%,18%,Minion,Elemental,5,5,Battlecry: Freeze a character.,Battlecry; Freeze,Standard,FALSE,,1,1,10,2,1,100,0,FALSE,FALSE,82%,82%,2,2,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,424,Priestess of Elune,Common,Classic,Neutral,2,0,25%,25%,Minion,,5,4,Battlecry: Restore 4 Health to your hero.,Battlecry,Standard,FALSE,,1,1,10,2,1,0,0,FALSE,FALSE,75%,75%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,1364,Temple Enforcer,Common,Classic,Priest,2,1,39%,39%,Minion,,6,6,Battlecry: Give a friendly minion +3 Health.,Battlecry,Standard,FALSE,,1,1,5,2,1,50,0,FALSE,FALSE,61%,61%,2,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,567,Windfury Harpy,Common,Classic,Neutral,2,0,5%,5%,Minion,,4,5,Windfury,Windfury,Standard,FALSE,,1,1,10,2,1,0,0,FALSE,FALSE,95%,95%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
